smiles,CYP450_CYP1A2,CYP450_CYP2C19,CYP450_CYP2C9,CYP450_CYP2D6,CYP450_CYP3A4,Carcinogenicity_Carcinogenicity,Cardiotoxicity_Cardiotoxicity-1,Cardiotoxicity_Cardiotoxicity-10,Cardiotoxicity_Cardiotoxicity-30,Cardiotoxicity_Cardiotoxicity-5,Clinical_Toxicity_Clinical_toxicity,Developmental_and_Reproductive_Toxicity_Developmental_Toxicity,Developmental_and_Reproductive_Toxicity_Reproductive_Toxicity,Endocrine_Disruption_NR-AR-LBD,Endocrine_Disruption_NR-AR,Endocrine_Disruption_NR-AhR,Endocrine_Disruption_NR-ER-LBD,Endocrine_Disruption_NR-ER,Endocrine_Disruption_NR-PPAR-gamma,Endocrine_Disruption_NR-aromatase,Endocrine_Disruption_SR-ARE,Endocrine_Disruption_SR-ATAD5,Endocrine_Disruption_SR-HSE,Endocrine_Disruption_SR-MMP,Endocrine_Disruption_SR-p53,Hepatotoxicity_Hepatotoxicity,Irritation_and_Corrosion_Eye_Corrosion,Irritation_and_Corrosion_Eye_Irritation,Mutagenicity_Ames_Mutagenicity,Respiratory_Toxicity_Respiratory_Toxicity
Nc1ccccc1O,,,,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,1.0,,,,1.0,1.0,
Nc1ccccc1OC(F)(F)F,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1ccccc1Oc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1ccccc1Oc1ncc(C(F)(F)F)cc1Cl,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccccc1S,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
Nc1ccccc1S(=O)(=O)O,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,
Nc1ccccc1S(=O)(=O)c1ccccc1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,
Nc1ccccc1S(N)(=O)=O,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccccc1SCCSc1ccccc1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1ccccc1SCSc1ccccc1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1ccccc1SCc1csc(-c2ccc(Cl)cc2)n1,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccccc1S[C@@H](C[N+](=O)[O-])c1ccc2c(c1)OCO2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccccc1[N+](=O)[O-],,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,
Nc1ccccc1[NH+]([O-])O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1cccccc1=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Nc1ccccn1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,
Nc1cccnc1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,
Nc1cccnc1Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1cccnc1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1cccnc1Sc1ccc(Cl)cc1,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1cccnn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1ccn(C2C=C(CO)C(O)C2O)c(=O)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1ccn(C2CCC(CO)O2)c(=O)n1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Nc1ccn(C2CO[C@H](CO)O2)c(=O)n1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Nc1ccn(C2CSC(CO)O2)c(=O)n1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,
Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
Nc1ccn(C[C@@H](CO)OCP(=O)([O-])[O-])c(=O)n1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Nc1ccn([C@@H]2CC[C@H](CO)O2)c(=O)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O[C@@H]3[C@@H](CO)O[C@@H](n4cnc5c(N)ncnc54)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Nc1ccn([C@H]2CS[C@@H](CO)O2)c(=O)n1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Nc1ccn([C@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]2O)c(=O)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1ccnc(-c2cc(N)ccn2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1ccnc(N)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1ccnc2ccccc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1ccncc1,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
Nc1ccncc1N,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,1.0,0.0,,,
Nc1ccncn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1cnc2c(c1)nc1ccccn12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1cnc2ccc3ccccc3c2c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1cnc2ccccc2c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Nc1cncc2ccccc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1cnccn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1cncnc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1cncnc1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1cnn(-c2ccccc2)c(=O)c1Cl,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,,,,,
Nc1n[nH]c(=S)s1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1n[nH]c(SCC(=O)Nc2ccccc2Sc2ccc(Cl)cc2)n1,0.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(-c2cc(-c3cccc4ccccc34)nc(N)n2)cc(-c2cccc3ccccc23)n1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(-c2cc(Cl)ccc2Cl)nc(N)[n+]1[O-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Nc1nc(-c2cc([N+](=O)[O-])cs2)cs1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(-c2cc([NH+]([O-])O)cs2)cs1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,,,,,,,,,,,,,,0.0,0.0,,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,,,,,
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2-c1ccc([N+](=O)[O-])cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1CC(O)C(CO)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2C1OC(CO)C(O)C1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(-c2ccc([N+](=O)[O-])s2)cs1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(-c2ccc([NH+]([O-])O)o2)cs1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(-c2ccc([NH+]([O-])O)s2)cs1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(-c2ccc3ccccc3c2)cc(-c2cc(-c3ccc4ccccc4c3)nc(N)n2)n1,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(-c2cccc([N+](=O)[O-])c2)cc(-c2cc(-c3cccc([N+](=O)[O-])c3)nc(N)n2)n1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(-c2cccc([N+](=O)[O-])c2)nc2c1ncn2C1OC(CO)C(O)C1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(-c2ccccc2)c(-c2ccccc2)c(-c2nc(N)nc(-c3ccccc3)c2-c2ccccc2)n1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(-c2ccccc2)c(-c2ccccc2)s1,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(-c2ccccc2)c(CCO)c2ncnn12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1nc(-c2ccccc2)cc(-c2ccccc2O)n1,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(-c2ccccc2)cs1,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,1.0,,0.0,1.0,0.0,,,,1.0,
Nc1nc(-c2cccnc2)cc(-c2cc(-c3cccnc3)nc(N)n2)n1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(-c2cccnc2)cs1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1nc(-c2ccco2)nn1C(=O)c1ccc(Cl)cc1,1.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(/C(=C/CC(=O)[O-])C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=CCS[C@H]23)cs1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Nc1nc(/C=C/c2ccc([NH+]([O-])O)o2)cs1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(/C=C\c2ccc([N+](=O)[O-])o2)cs1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(=O)[nH]c(=O)[nH]1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1nc(=O)[nH]c2nc[nH]c12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
Nc1nc(=O)c(Br)c(-c2ccccc2)[nH]1,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,
Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)cnc2[nH]1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
Nc1nc(=O)c2ncn(COCCO)c2[nH]1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1CCCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1nc(=O)n(C2CSC(CO)O2)cc1F,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,
Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,
Nc1nc(=S)c2[nH]cnc2[nH]1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Nc1nc(=S)c2ncn([C@H]3C[C@H](O)[C@@H](CO)O3)c2[nH]1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(Br)c2c(F)cccc2c1-c1ccc(Cl)cc1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(Br)c2c(F)cccc2c1-c1ccc(F)cc1,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(Br)c2c(F)cccc2c1-c1ccccc1,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(Br)c2ccccc2c1-c1ccc(F)cc1,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Nc1nc(CC(=O)Nc2ccc(CCNCC(O)c3ccccc3)cc2)cs1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
Nc1nc(CC(=O)O)cs1,,,,,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Nc1nc(CSc2nnnn2-c2ccc(Cl)cc2)nc(N2CCOCC2)n1,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(Cl)c2ncn(C3OC(CO)C(O)C3O)c2n1,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(Cl)cc(Cl)n1,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,1.0,0.0,
Nc1nc(Cl)cc(N2CCC(c3cc(-c4ccc(Cl)cc4Cl)[nH]n3)CC2)n1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(Cl)cc(N2CCOCC2)n1,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(Cl)cc(NCCO)n1,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@@H](CO)[C@@H](O)[C@H]1O,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.0,0.0,1.0,,,,,
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,,,,,0.0,,,,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,,,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Nc1nc(N)[n+]([O-])c(N)c1NCO,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)c(-c2ccccc2)s1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0
Nc1nc(N)c(/N=N\c2ccc(C(=O)O)c(O)c2)c(N)n1,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)c(CCCCc2ccccc2)c(N)n1,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)c(Cn2ccnc2)c(O)n1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)c(N)c(N)n1,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,,,,
Nc1nc(N)c2[nH]cnc2n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,1.0,,1.0,,,,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,
Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)c2nc(CNc3ccc(C(=O)O)cc3)[nH]c2n1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)nc(-c2cc(Cl)c(O)cc2Cl)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,,,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Nc1nc(N)nc(-c2ccc([N+](=O)[O-])o2)n1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(N)nc(-c2ccc([NH+]([O-])O)o2)n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(N)nc(-c2ccccc2)n1,,,,,,0.0,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Nc1nc(N)nc(CC(=O)O)n1,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)nc(CCCCc2nc(N)nc(N)n2)n1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)nc(CCCc2nc(N)nc(N)n2)n1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(N)nc(Cl)n1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,
Nc1nc(N)nc(N)n1,,,,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
Nc1nc(N)nc(NC2CC2)n1,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,
Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
Nc1nc(NC2CC2)c2ncn([C@@H]3C=C[C@@H](CO)C3)c2n1,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,1.0,,0.0,0.0,,,,,
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,
Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(NCc2ccccc2)nc(Nc2cccc(F)c2)c1[N+](=O)[O-],1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(NO)c2[nH]cnc2n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(NO)c2ncn(C3OC(CO)C(O)C3O)c2n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
Nc1nc(Nc2ccccc2)nc2c1ncn2[C@@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(Nc2ccccc2)nc2c1ncn2[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(O)c(/N=N\c2ccccc2)c(C(=O)O)n1,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(O)c2c(n1)NCN(CCCN1CCOCC1)C2,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(O)c2c(n1)NCN(c1ccc(S(N)(=O)=O)cc1)C2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(O)c2c(n1)NC[C@@H](CCNc1ccc(C(=O)O)cc1)N2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1nc(O)c2nc(O)n(C3CC(O)C(CO)O3)c2n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Nc1nc(O)c2nc(O)n(C3OC(CO)C(O)C3O)c2n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
